gene	scaffold	length	FB	FLM	RPKM_FB	RPKM_FLM	log2ratio	pval	padj
GSTUMT00001827001 	scaffold_292	336	147	235	5.903461338	10.97239536	0.894132635	0.780261161	1
GSTUMT00001828001 	scaffold_292	3099	1431	1884	6.230841783	9.537448041	0.614095945	0.830342916	1
GSTUMT00001829001 	scaffold_290	5063	5809	9010	15.48182361	27.91834864	0.850596683	0.78112546	1
GSTUMT00001830001 	scaffold_290	1223	2035	886	22.45259913	11.36527969	-0.982186595	0.83120294	1
GSTUMT00001831001 	scaffold_290	315	0	0	0	0	0	NA	NA
GSTUMT00001833001 	scaffold_290	45	0	0	0	0	0	NA	NA
GSTUMT00001836001 	scaffold_290	1274	697	216	7.382305544	2.659850247	-1.472379545	0.735159026	1
GSTUMT00001837001 	scaffold_290	906	2722	750	40.54045225	12.98691292	-1.642228152	0.698920895	1
GSTUMT00001843001 	scaffold_295	69	0	0	0	0	0	NA	NA
GSTUMT00001845001 	scaffold_301	1756	30351	1506	233.2261049	13.45467845	-4.115448423	0.327205478	1
GSTUMT00001846001 	scaffold_301	294	778	91	35.70762232	4.855868583	-2.878174118	0.493277702	1
GSTUMT00001850001 	scaffold_296	802	21	9821	0.353324369	192.1118727	9.082667783	0.054918652	1
GSTUMT00001858001 	scaffold_299	3337	1539	736	6.223161607	3.460146369	-0.846629566	0.859679179	1
GSTUMT00001859001 	scaffold_299	382	151	255	5.333867835	10.47248339	0.973216915	0.764263299	1
GSTUMT00001860001 	scaffold_299	1136	16236	5531	192.8543225	76.38325999	-1.336171675	0.757961592	1
GSTUMT00001861001 	scaffold_299	225	1	2	0.059971671	0.139450585	1.203851649	0.981752044	1
GSTUMT00001862001 	scaffold_299	1438	1787	2405	16.76850453	26.23789909	0.645867126	0.823605328	1
GSTUMT00001863001 	scaffold_299	381	337	430	11.93530691	17.70583214	0.568949592	0.842201064	1
GSTUMT00001864001 	scaffold_299	920	1362	1319	19.97643315	22.49209095	0.1711107	0.923804838	1
GSTUMT00001865001 	scaffold_299	513	2143	1397	56.36810982	42.72203228	-0.399890738	0.954219622	1
GSTUMT00001866001 	scaffold_299	2769	1276	826	6.218081137	4.679828677	-0.409937477	0.952295206	1
GSTUMT00001867001 	scaffold_299	1994	1542	1382	10.43489025	10.87315933	0.059350194	0.947633895	1
GSTUMT00001869001 	scaffold_300	942	614	190	8.795208399	3.16428477	-1.474546485	0.735354384	1
GSTUMT00001870001 	scaffold_300	2843	3480	1780	16.51699549	9.822363572	-0.749749621	0.879500787	1
GSTUMT00001878001 	scaffold_298	1438	8211	18	77.04879165	0.196375128	-8.608707041	0.073460859	1
GSTUMT00001895001 	scaffold_304	1082	180	181	2.244780651	2.624364636	0.225300788	0.916150376	1
GSTUMT00001896001 	scaffold_304	1021	320	685	4.229148181	10.52537777	1.31522897	0.693181637	1
GSTUMT00001900001 	scaffold_307	1729	2671	6589	20.84527173	59.78570805	1.52003539	0.651266038	1
GSTUMT00001901001 	scaffold_313	2484	1308	2629	7.10533925	16.60396684	1.224436374	0.707659174	1
GSTUMT00001902001 	scaffold_313	3171	669	3985	2.846810387	19.71537066	2.791469012	0.445510129	1
GSTUMT00001903001 	scaffold_306	108	0	0	0	0	0	NA	NA
GSTUMT00001904001 	scaffold_306	1094	0	0	0	0	0	NA	NA
GSTUMT00001906001 	scaffold_315	1180	435	2138	4.974345147	28.42487453	2.514336219	0.48650448	1
GSTUMT00001907001 	scaffold_309	2025	1617	688	10.77491017	5.330111247	-1.015301537	0.824600919	1
GSTUMT00001909001 	scaffold_309	3366	2845	6945	11.40504032	32.36912809	1.504865036	0.654034019	1
GSTUMT00001911001 	scaffold_308	1461	7613	1047	70.31278172	11.24266651	-2.644694921	0.521932107	1
GSTUMT00001912001 	scaffold_308	4371	9656	13405	29.80884279	48.1126053	0.690656142	0.81381658	1
GSTUMT00001916001 	scaffold_310	1855	1363	882	9.914723516	7.459290723	-0.410486192	0.952145905	1
GSTUMT00001917001 	scaffold_310	762	280	271	4.958287738	5.579395943	0.170234556	0.926167784	1
GSTUMT00001918001 	scaffold_310	4071	511	23639	1.693746707	91.09632584	5.748267132	0.167916239	1
GSTUMT00001921001 	scaffold_311	506	142	104	3.786748774	3.224450284	-0.231840066	0.993060763	1
GSTUMT00001922001 	scaffold_311	532	3383	213	85.80627156	6.281174139	-3.771764072	0.367883758	1
GSTUMT00001923001 	scaffold_311	464	14826	1132	431.1562453	38.27377585	-3.49374829	0.400267603	1
GSTUMT00001924001 	scaffold_311	725	29572	2038	550.3910421	44.10004533	-3.641574853	0.38152518	1
GSTUMT00001928001 	scaffold_314	2130	1252	877	7.931464622	6.459410018	-0.296143452	0.976647319	1
GSTUMT00001929001 	scaffold_314	2181	1436	589	8.884386434	4.236746623	-1.068137191	0.813894814	1
GSTUMT00001930001 	scaffold_320	2331	2429	541	14.0609255	3.641060157	-1.948967499	0.64178031	1
GSTUMT00001931001 	scaffold_320	1011	357	376	4.764811525	5.83457937	0.292153999	0.899865489	1
GSTUMT00001932001 	scaffold_320	2269	2919	1562	17.35914237	10.7998916	-0.68462837	0.89336178	1
GSTUMT00001933001 	scaffold_320	2259	896	414	5.352053484	2.875126602	-0.896234885	0.850146232	1
GSTUMT00001935001 	scaffold_320	3306	1008	863	4.11420899	4.09525368	-0.006660636	0.961985103	1
GSTUMT00001939001 	scaffold_312	575	715	8983	16.77903049	245.0904661	3.86850301	0.314872944	1
GSTUMT00001942001 	scaffold_318	2260	628	675	3.749556228	4.68563221	0.321447011	0.89260637	1
GSTUMT00001943001 	scaffold_318	1503	1641	539	14.73256163	5.626037821	-1.388658658	0.749073646	1
GSTUMT00001944001 	scaffold_318	2140	3058	3862	19.28201311	28.31205276	0.554136811	0.842432926	1
GSTUMT00001947001 	scaffold_316	3983	2304	1199	7.80550191	4.722606271	-0.724787506	0.884972573	1
GSTUMT00001948001 	scaffold_316	3513	707	192	2.715625825	0.857424604	-1.662052537	0.698713899	1
GSTUMT00001949001 	scaffold_316	917	7530	1504	110.8037112	25.7306859	-2.106401334	0.612286506	1
GSTUMT00001950001 	scaffold_316	1394	2071	2283	20.04684309	25.69307002	0.357988408	0.883858334	1
GSTUMT00001951001 	scaffold_316	2028	4337	1280	28.85693077	9.901816683	-1.543057018	0.717585457	1
GSTUMT00001952001 	scaffold_316	1722	10320	625	80.86772325	5.694029764	-3.827806547	0.359768805	1
GSTUMT00001953001 	scaffold_316	1637	3015	3900	24.85234095	37.37565311	0.588697588	0.835228675	1
GSTUMT00001955001 	scaffold_316	617	55	579	1.202835373	14.72198132	3.612359819	0.351377247	1
GSTUMT00001956001 	scaffold_316	1040	517	2321	6.707889036	35.01181814	2.3837374	0.506109941	1
GSTUMT00001957001 	scaffold_316	3075	2832	1772	12.42730035	9.040479385	-0.458998259	0.941462595	1
GSTUMT00001958001 	scaffold_319	976	54	3	0.746573565	0.048221898	-3.924843361	0.473023279	1
GSTUMT00001959001 	scaffold_319	2296	7302	234	42.91396186	1.598883558	-4.745441904	0.266753276	1
GSTUMT00001960001 	scaffold_319	2924	1216	2443	5.611576304	13.10747269	1.223764543	0.707857167	1
GSTUMT00001964001 	scaffold_321	273	0	0	0	0	0	NA	NA
GSTUMT00001965001 	scaffold_322	2601	966	2950	5.011473523	17.7932191	1.827814005	0.596773013	1
GSTUMT00001966001 	scaffold_322	1956	509	997	3.511378114	7.996485805	1.187098365	0.716407829	1
GSTUMT00001967001 	scaffold_322	1757	5653	20946	43.41460859	187.0260926	2.10696156	0.548502695	1
GSTUMT00001971001 	scaffold_324	529	285	454	7.269722846	13.46396716	0.889040004	0.777390225	1
GSTUMT00001972001 	scaffold_324	1309	2099	1388	21.63721986	16.63499529	-0.379273634	0.958641809	1
GSTUMT00001973001 	scaffold_325	916	248	747	3.653296099	12.79375386	1.807886951	0.603791048	1
GSTUMT00001974001 	scaffold_325	1613	1188	819	9.938268808	7.965671588	-0.319162619	0.971747111	1
GSTUMT00001975001 	scaffold_325	882	288	103	4.406081931	1.832067634	-1.2655637	0.780961863	1
GSTUMT00001976001 	scaffold_325	1386	0	0	0	0	0	NA	NA
GSTUMT00001977001 	scaffold_325	628	0	8	0	0.199849564	7.649971522	0.646840808	1
GSTUMT00001979001 	scaffold_325	587	31	43	0.712610568	1.14922011	0.688701081	0.846259739	1
GSTUMT00001983001 	scaffold_326	51	0	0	0	0	0	NA	NA
GSTUMT00001985001 	scaffold_327	2118	553	494	3.523123291	3.659096439	0.054617265	0.949406789	1
GSTUMT00001987001 	scaffold_329	2697	2053	2298	10.27156619	13.367246	0.380013562	0.879199874	1
GSTUMT00001988001 	scaffold_329	1966	10284	17154	70.58415509	136.8846516	0.955534527	0.759849417	1
GSTUMT00001989001 	scaffold_329	36	0	0	0	0	0	NA	NA
GSTUMT00001990001 	scaffold_331	1539	333	109	2.919673444	1.111119427	-1.392989339	0.755040793	1
GSTUMT00001991001 	scaffold_331	1684	58	115	0.464744836	1.071343196	1.203155028	0.731269002	1
GSTUMT00001994001 	scaffold_332	1396	10523	406	101.7144882	4.562611366	-4.478219626	0.290987149	1
GSTUMT00001995001 	scaffold_332	332	2979	53	121.0768422	2.504440099	-5.594727013	0.203114944	1
GSTUMT00001996001 	scaffold_333	746	42625	3355	770.9997381	70.55479914	-3.44989567	0.40557539	1
GSTUMT00001997001 	scaffold_333	1224	26150	15753	288.2829393	201.9085537	-0.513781288	0.929448607	1
GSTUMT00001998001 	scaffold_333	216	26	29	1.624232749	2.106284877	0.37473902	0.910311586	1
GSTUMT00001999001 	scaffold_333	2155	10080	2203	63.11635695	16.03762615	-1.976486226	0.635444741	1
GSTUMT00002000001 	scaffold_333	1782	875	788	6.625658067	6.937314453	0.066303748	0.946476306	1
GSTUMT00002001001 	scaffold_333	209	291	16	18.7877758	1.201009823	-3.966350479	0.370082997	1
GSTUMT00002002001 	scaffold_333	723	98153	1227	1831.867032	26.62435701	-6.104370895	0.168420324	1
GSTUMT00002005001 	scaffold_340	579	1	1	0.023305053	0.027095321	0.209073576	1	1
GSTUMT00002006001 	scaffold_340	390	1	0	0.034599041	0	-5.153766464	1	1
GSTUMT00002007001 	scaffold_340	213	0	0	0	0	0	NA	NA
GSTUMT00002008001 	scaffold_340	975	4	0	0.055358465	0	-5.816560421	0.890176949	1
GSTUMT00002010001 	scaffold_340	405	223	25	7.429823652	0.96840684	-2.938347965	0.504054695	1
GSTUMT00002022001 	scaffold_348	966	1	1	0.013968557	0.016240363	0.203855029	1	1
GSTUMT00002023001 	scaffold_348	900	1	0	0.014992918	0	-3.999361257	1	1
GSTUMT00002024001 	scaffold_348	132	5	1	0.511122194	0.11884993	-2.095259012	0.920515369	1
GSTUMT00002025001 	scaffold_348	414	7	1	0.228153095	0.037894181	-2.55868555	0.863144347	1
GSTUMT00002026001 	scaffold_348	798	15	0	0.253639585	0	-7.9923129	0.578522359	1
GSTUMT00002033001 	scaffold_350	755	305	4195	5.451067423	87.16815952	3.998942491	0.302446434	1
GSTUMT00002035001 	scaffold_352	1758	1884	937	14.46074586	8.361680766	-0.790204333	0.871339593	1
GSTUMT00002036001 	scaffold_352	1176	905	487	10.38412539	6.496725275	-0.676511982	0.896064424	1
GSTUMT00002037001 	scaffold_353	54	0	0	0	0	0	NA	NA
GSTUMT00002039001 	scaffold_354	2645	2628	9758	13.4068994	57.87726499	2.109938446	0.548228306	1
GSTUMT00002040001 	scaffold_354	1147	1329	1494	15.63472436	20.43431305	0.386218287	0.878149299	1
GSTUMT00002041001 	scaffold_356	3518	2602	4048	9.98022019	18.05167606	0.854924614	0.780502093	1
GSTUMT00002042001 	scaffold_358	57	0	0	0	0	0	NA	NA
GSTUMT00002043001 	scaffold_357	492	5	2	0.137130345	0.063773133	-1.092562847	0.96626877	1
GSTUMT00002048001 	scaffold_360	1696	109	1792	0.867220062	16.57620161	4.254995917	0.279916603	1
GSTUMT00002049001 	scaffold_360	2211	81	748	0.494339077	5.307447636	3.421801688	0.370564321	1
GSTUMT00002050001 	scaffold_360	594	820	199	18.62756439	5.255808031	-1.825257541	0.667784886	1
GSTUMT00002051001 	scaffold_360	909	1087	45	16.1359421	0.776643109	-4.37511521	0.307851505	1
GSTUMT00002052001 	scaffold_360	1107	808	140	9.849006088	1.984053038	-2.310947061	0.582368772	1
GSTUMT00002053001 	scaffold_361	1999	216	949	1.458040619	7.447770423	2.35198225	0.513653395	1
GSTUMT00002054001 	scaffold_361	423	6	57	0.191398949	2.114011527	3.458492702	0.447293934	1
GSTUMT00002055001 	scaffold_361	807	20	210	0.334414521	4.082428835	3.605764032	0.368597766	1
GSTUMT00002061001 	scaffold_367	359	45	10	1.691401577	0.436996958	-1.950079179	0.71870422	1
GSTUMT00002062001 	scaffold_368	753	4	1	0.071679288	0.020834251	-1.734951256	0.951434203	1
GSTUMT00002064001 	scaffold_368	39	0	0	0	0	0	NA	NA
GSTUMT00002067001 	scaffold_368	1925	22	5	0.154212868	0.040748548	-1.894450254	0.778720291	1
GSTUMT00002068001 	scaffold_368	147	13	5	1.193313856	0.533611932	-1.159618072	0.901729812	1
GSTUMT00002069001 	scaffold_368	201	33	4	2.215371419	0.312202802	-2.823030643	0.638819396	1
GSTUMT00002078001 	scaffold_375	1560	273	411	2.361384535	4.133234886	0.80737654	0.794042775	1
GSTUMT00002083001 	scaffold_381	687	7	1	0.137489638	0.022835794	-2.538576419	0.863144347	1
GSTUMT00002084001 	scaffold_384	1366	1458	1779	14.40242063	20.4313993	0.50444715	0.853213186	1
GSTUMT00002085001 	scaffold_384	806	953	1598	15.9546222	31.10388202	0.963076165	0.759521215	1
GSTUMT00002086001 	scaffold_384	1547	1304	1089	11.37407123	11.04359392	-0.042535204	0.969543511	1
GSTUMT00002093001 	scaffold_121	704	309	188	5.92262842	4.189460045	-0.499372508	0.935461325	1
GSTUMT00002094001 	scaffold_121	872	421	31	6.514697833	0.55772238	-3.543716186	0.410623088	1
GSTUMT00002095001 	scaffold_121	5195	219	1453	0.568836203	4.387861644	2.945227603	0.426544884	1
GSTUMT00002097001 	scaffold_121	1107	46	2220	0.560710743	31.46141246	5.807658093	0.167297527	1
GSTUMT00002101001 	scaffold_121	1717	197	357	1.548191209	3.261901059	1.074640022	0.742251262	1
GSTUMT00002102001 	scaffold_121	1444	652	4670	6.092689817	50.73673897	3.057671259	0.40955932	1
GSTUMT00002103001 	scaffold_121	284	4	0	0.190051069	0	-7.577814522	0.890176949	1
GSTUMT00002107001 	scaffold_125	4351	3182	2254	9.868241246	8.127139067	-0.280014088	0.97984715	1
GSTUMT00002110001 	scaffold_125	3536	2339	3581	8.925789314	15.88784256	0.831800752	0.785252898	1
GSTUMT00002111001 	scaffold_125	1135	1058	1341	12.57819931	18.53556288	0.559333664	0.842019195	1
GSTUMT00002112001 	scaffold_125	1748	766	451	5.91311067	4.047696827	-0.546703625	0.923678839	1
GSTUMT00002113001 	scaffold_125	1070	1071	420	13.50623678	6.157981438	-1.132968883	0.801211787	1
GSTUMT00002116001 	scaffold_125	3100	5062	6440	22.03378528	32.59095122	0.564732888	0.840078431	1
GSTUMT00002118001 	scaffold_125	4279	3369	3793	10.62398357	13.90635843	0.388387809	0.877244027	1
GSTUMT00002124001 	scaffold_122	2934	3644	6641	16.75895461	35.50963707	1.083233001	0.734647448	1
GSTUMT00002125001 	scaffold_122	1501	1671	8694	15.02188468	90.86817513	2.596629119	0.472717955	1
GSTUMT00002126001 	scaffold_122	1213	258	1713	2.870037499	22.15488116	2.948045627	0.425869016	1
GSTUMT00002127001 	scaffold_122	793	3551	793	60.42353799	15.68819081	-1.945363592	0.641911004	1
GSTUMT00002130001 	scaffold_122	1728	4	4	0.031235245	0.036315256	0.211126647	0.996706037	1
GSTUMT00002131001 	scaffold_122	2827	2397	1029	11.44118193	5.71034607	-1.002459478	0.826843567	1
GSTUMT00002132001 	scaffold_122	750	1146	583	20.6182604	12.19495365	-0.757590012	0.878710182	1
GSTUMT00002133001 	scaffold_122	616	609	355	13.34028926	9.041083988	-0.561170867	0.920984755	1
GSTUMT00002134001 	scaffold_122	1098	3770	2205	46.3305735	31.50497334	-0.556370299	0.920566579	1
GSTUMT00002135001 	scaffold_122	2639	4625	2489	23.64835917	14.79647856	-0.676449725	0.894933766	1
GSTUMT00002136001 	scaffold_122	1606	2435	642	20.4588911	6.271368928	-1.705716143	0.686972134	1
GSTUMT00002137001 	scaffold_122	2385	1898	744	10.73832368	4.893926189	-1.133544131	0.800138487	1
GSTUMT00002138001 	scaffold_122	623	335	159	7.255802057	4.003888183	-0.857571955	0.861274143	1
GSTUMT00002139001 	scaffold_122	1134	186	266	2.213240229	3.679945992	0.733264829	0.811070306	1
GSTUMT00002140001 	scaffold_122	1577	1522	387	13.02301753	3.849923806	-1.757898063	0.678062408	1
GSTUMT00002141001 	scaffold_122	1227	427	675	4.695825807	8.630422816	0.877912306	0.778217417	1
GSTUMT00002142001 	scaffold_122	1306	4110	1247	42.46462673	14.97945937	-1.503213678	0.7254104	1
GSTUMT00002144001 	scaffold_122	2818	2826	2221	13.53193287	12.36461028	-0.130141092	0.988157311	1
GSTUMT00002145001 	scaffold_122	524	677	697	17.43355867	20.86768892	0.25939012	0.905645182	1
GSTUMT00002146001 	scaffold_122	3866	5060	1386	17.66108306	5.624374666	-1.650634412	0.69667692	1
GSTUMT00002147001 	scaffold_122	1330	1728	217	17.53156811	2.559652184	-2.775454123	0.504267806	1
GSTUMT00002148001 	scaffold_122	3757	557	3282	2.000518934	13.70472245	2.775611208	0.447963344	1
GSTUMT00002149001 	scaffold_122	588	74	160	1.698177411	4.268895458	1.329364256	0.703007898	1
GSTUMT00002150001 	scaffold_122	1017	2765	5187	36.68621008	80.0144009	1.125000511	0.726542213	1
GSTUMT00002151001 	scaffold_122	2560	7378	2582	38.88905156	15.8230112	-1.297285796	0.765972922	1
GSTUMT00002154001 	scaffold_122	3208	2691	1787	11.31899855	8.739026488	-0.373164216	0.959874398	1
GSTUMT00002156001 	scaffold_122	4322	1519	830	4.742438169	3.012771488	-0.654363109	0.900152756	1
GSTUMT00002157001 	scaffold_122	1502	337	205	3.027531247	2.141197813	-0.49952659	0.935167211	1
GSTUMT00002158001 	scaffold_122	939	3249	5801	46.68880788	96.91927036	1.053690777	0.740538631	1
GSTUMT00002159001 	scaffold_122	2012	274	1082	1.837601143	8.43669108	2.198239726	0.537240703	1
GSTUMT00002160001 	scaffold_122	1113	3583	1299	43.4390491	18.30993698	-1.246320118	0.776641546	1
GSTUMT00002161001 	scaffold_122	4128	900	822	2.941924255	3.1239566	0.086585743	0.94211965	1
GSTUMT00002163001 	scaffold_122	761	3699	1222	65.58859692	25.19181231	-1.380454828	0.749721458	1
GSTUMT00002165001 	scaffold_122	738	12851	3417	234.9682746	72.6375989	-1.693663837	0.68803999	1
GSTUMT00002166001 	scaffold_122	834	1144	585	18.50924226	11.0043065	-0.750124452	0.880278737	1
GSTUMT00002170001 	scaffold_122	2196	1708	2138	10.49504238	15.27383968	0.541311788	0.845389509	1
GSTUMT00002171001 	scaffold_122	1930	368	23715	2.572877895	192.7696606	6.226798069	0.142848459	1
GSTUMT00002174001 	scaffold_122	2024	1910	972	12.73360944	7.534052107	-0.75706532	0.878300732	1
GSTUMT00002175001 	scaffold_134	2205	4396	3126	26.90157801	22.24094533	-0.274461454	0.981000053	1
GSTUMT00002176001 	scaffold_134	2952	8467	5925	38.70275428	31.4879846	-0.297626278	0.975955982	1
GSTUMT00002177001 	scaffold_134	664	1015	1244	20.62655166	29.39173097	0.510886816	0.852183271	1
GSTUMT00002182001 	scaffold_134	72	0	0	0	0	0	NA	NA
GSTUMT00002187001 	scaffold_134	2463	4860	5459	26.62566867	34.77134942	0.385068606	0.877860945	1
GSTUMT00002188001 	scaffold_134	1431	2888	3006	27.23241904	32.95506748	0.275165984	0.901310158	1
GSTUMT00002191001 	scaffold_134	399	127	243	4.294963637	9.55446207	1.153343857	0.730293236	1
GSTUMT00002192001 	scaffold_134	141	30	105	2.870984237	11.68269528	2.024376901	0.597055378	1
GSTUMT00002193001 	scaffold_134	1301	1458	4535	15.12198815	54.6855844	1.854443728	0.591749576	1
GSTUMT00002194001 	scaffold_134	927	624	652	9.083087994	11.03419677	0.280698769	0.901239301	1
GSTUMT00002202001 	scaffold_123	810	7	1	0.116611582	0.019368137	-2.52964422	0.863144347	1
GSTUMT00002209001 	scaffold_128	330	0	0	0	0	0	NA	NA
GSTUMT00002214001 	scaffold_128	195	3	1	0.207594245	0.080452261	-1.356672711	0.983910221	1
GSTUMT00002221001 	scaffold_128	246	187	319	10.25734978	20.34362954	0.987849341	0.759840181	1
GSTUMT00002222001 	scaffold_128	57	14	23	3.314223909	6.330322606	0.933400596	0.831889588	1
GSTUMT00002227001 	scaffold_124	2302	989	1295	5.797218084	8.825459207	0.60622521	0.832325229	1
GSTUMT00002228001 	scaffold_124	1444	6463	3711	60.39425505	40.31778122	-0.58298318	0.914766074	1
GSTUMT00002229001 	scaffold_124	2038	267	959	1.767810657	7.382225213	2.061471544	0.559881418	1
GSTUMT00002230001 	scaffold_124	880	816	350	12.5122713	6.239621344	-1.003697415	0.828225795	1
GSTUMT00002231001 	scaffold_124	2429	1717	2288	9.53831029	14.77751361	0.631544308	0.82659579	1
GSTUMT00002233001 	scaffold_124	1374	1015	395	9.967998765	4.51006941	-1.143979131	0.799088564	1
GSTUMT00002234001 	scaffold_124	686	8274	15801	162.7496513	361.3543775	1.150755047	0.721191058	1
GSTUMT00002235001 	scaffold_124	348	4466	8190	173.1681992	369.2134561	1.092276693	0.732806999	1
GSTUMT00002236001 	scaffold_124	1087	711	524	8.826097539	7.562660518	-0.222854528	0.992606448	1
GSTUMT00002237001 	scaffold_124	1826	3397	3722	25.10287362	31.9777909	0.349205398	0.88554002	1
GSTUMT00002238001 	scaffold_124	2976	751	174	3.405145518	0.917253092	-1.891176318	0.656026137	1
GSTUMT00002241001 	scaffold_124	492	43	63	1.179320964	2.008853701	0.767911266	0.822738165	1
GSTUMT00002242001 	scaffold_124	3213	556	339	2.335031437	1.655243288	-0.496145082	0.934804783	1
GSTUMT00002243001 	scaffold_124	1633	4060	18400	33.54814526	176.7683471	2.397520208	0.502323817	1
GSTUMT00002245001 	scaffold_124	2962	1325	854	6.036142585	4.523198835	-0.416203539	0.950933876	1
GSTUMT00002246001 	scaffold_124	1811	490	530	3.65095345	4.59124303	0.330530618	0.891098693	1
GSTUMT00002247001 	scaffold_124	1675	3418	7235	27.53505276	67.7636182	1.299210432	0.692681338	1
GSTUMT00002248001 	scaffold_124	956	58	106	0.818650945	1.739485592	1.086408309	0.754056383	1
GSTUMT00002250001 	scaffold_124	1666	2445	65003	19.80307045	612.1125252	4.949930355	0.219516366	1
GSTUMT00002251001 	scaffold_124	1955	446	1478	3.078341257	11.86043274	1.945584621	0.577824078	1
GSTUMT00002253001 	scaffold_124	2058	6	284	0.039340017	2.164939839	5.746637661	0.189774723	1
GSTUMT00002255001 	scaffold_124	560	152	161	3.662555605	4.510354857	0.300316258	0.90139772	1
GSTUMT00002256001 	scaffold_124	805	1023	737	17.14780039	14.36297717	-0.255652393	0.985409892	1
GSTUMT00002257001 	scaffold_124	2631	1203	790	6.169833514	4.710631219	-0.389238749	0.956752275	1
GSTUMT00002258001 	scaffold_124	1021	866	238	11.44513226	3.656992568	-1.645736134	0.701035261	1
GSTUMT00002259001 	scaffold_124	994	94	17	1.276057179	0.268309098	-2.245488246	0.63536212	1
GSTUMT00002260001 	scaffold_124	1246	497	194	5.382288988	2.442623609	-1.139465791	0.80235089	1
GSTUMT00002261001 	scaffold_124	3443	1798	1718	7.046627765	7.828147489	0.151717495	0.927804636	1
GSTUMT00002262001 	scaffold_126	195	0	0	0	0	0	NA	NA
GSTUMT00002274001 	scaffold_126	225	0	401	0	27.95984228	14.7711202	0.05656461	1
GSTUMT00002275001 	scaffold_126	793	9	6144	0.153143295	121.5488579	9.623060352	0.046725972	1
GSTUMT00002278001 	scaffold_126	1138	5	2830	0.059286581	39.01369067	9.337964825	0.053191648	1
GSTUMT00002280001 	scaffold_126	1434	63	173	0.592816201	1.892647845	1.673079702	0.641365557	1
GSTUMT00002281001 	scaffold_126	2095	79	5130	0.508828853	38.41547439	6.235568291	0.143407632	1
GSTUMT00002282001 	scaffold_126	2517	425	719	2.278423128	4.481449817	0.975618675	0.758576155	1
GSTUMT00002283001 	scaffold_126	3356	4504	23216	18.10944312	108.5271269	2.583175238	0.474351259	1
GSTUMT00002286001 	scaffold_126	2176	214	5442	1.327038578	39.23489631	4.884805197	0.225370488	1
GSTUMT00002289001 	scaffold_126	39	0	0	0	0	0	NA	NA
GSTUMT00002292001 	scaffold_127	4143	170	324	0.553684867	1.226882409	1.146432132	0.728977761	1
GSTUMT00002293001 	scaffold_127	2278	4100	5250	24.28615727	36.15583922	0.574074928	0.838179946	1
GSTUMT00002294001 	scaffold_127	534	93	559	2.350013502	16.42265667	2.804420644	0.45130635	1
GSTUMT00002295001 	scaffold_127	933	21	12	0.303715053	0.201777374	-0.587564087	0.951669456	1
GSTUMT00002301001 	scaffold_127	2400	7089	1484	39.85679755	9.700531316	-2.038577603	0.624411767	1
GSTUMT00002302001 	scaffold_127	1947	17	8	0.117817997	0.064460979	-0.860046288	0.920941615	1
GSTUMT00002304001 	scaffold_127	1132	1978	1346	23.57808486	18.65397953	-0.337946949	0.967521945	1
GSTUMT00002310001 	scaffold_127	1940	273	833	1.898845296	6.736218011	1.826271039	0.600083134	1
GSTUMT00002311001 	scaffold_127	515	47	1803	1.231457122	54.92389908	5.477850953	0.187366272	1
GSTUMT00002312001 	scaffold_127	1896	440	11157	3.131432174	92.31705951	4.881257723	0.225075411	1
GSTUMT00002313001 	scaffold_127	1044	68	282	0.878895175	4.237614758	2.268189283	0.537023659	1
GSTUMT00002314001 	scaffold_130	2789	43256	16003	209.2794129	90.01725259	-1.217147827	0.781898854	1
GSTUMT00002319001 	scaffold_130	1784	1058	5218	8.002385772	45.88619934	2.519409401	0.484478864	1
GSTUMT00002320001 	scaffold_130	1174	918	1243	10.55123389	16.6102395	0.654611281	0.82239458	1
GSTUMT00002321001 	scaffold_130	1956	28	84	0.193160289	0.673725986	1.797053563	0.639226806	1
GSTUMT00002322001 	scaffold_130	1121	11	332	0.132408461	4.646279525	5.122464347	0.225924809	1
GSTUMT00002323001 	scaffold_130	871	6	604	0.092952647	10.87906687	6.855537901	0.12713749	1
GSTUMT00002324001 	scaffold_130	1415	310	24189	2.95620073	268.1849098	6.502857457	0.130094906	1
GSTUMT00002325001 	scaffold_130	4809	5859	2164	16.43983245	7.05952275	-1.219436441	0.78179113	1
GSTUMT00002329001 	scaffold_130	3922	520	2130	1.789058	8.520103625	2.251033962	0.526919703	1
GSTUMT00002331001 	scaffold_130	2365	29	4428	0.165460952	29.3730693	7.463215538	0.095197286	1
GSTUMT00002332001 	scaffold_130	1587	3622	3126	30.79641655	30.90188057	0.004931988	0.959070546	1
GSTUMT00002333001 	scaffold_130	1477	1134	793	10.36003506	8.422975836	-0.298594932	0.976170932	1
GSTUMT00002334001 	scaffold_130	3841	4369	3828	15.34851643	15.63509357	0.026686917	0.954367423	1
GSTUMT00002335001 	scaffold_130	351	270	98	10.37971224	4.38017863	-1.244514491	0.785675389	1
GSTUMT00002337001 	scaffold_130	1423	23269	3673	220.6487571	40.49383333	-2.445948406	0.553608218	1
GSTUMT00002338001 	scaffold_130	3116	81232	11496	351.7696471	57.87915325	-2.603494458	0.527795181	1
GSTUMT00002340001 	scaffold_130	4195	17850	40510	57.41626283	151.4966888	1.399739323	0.673296486	1
GSTUMT00002341001 	scaffold_130	1816	1062	413	7.891096212	3.567853967	-1.144947675	0.798780312	1
